Date,Open,High,Low,Close,Volume
25-01-2012,190.11,190.85,185.45,186.31,15388
26-01-2012,125.83,131.82,123.01,130.22,2694
27-01-2012,290.81,292.26,285.33,287.62,87677
30-01-2012,221.23,224.57,218.31,222.46,89202
31-01-2012,145.73,145.93,142.85,142.96,50294
01-02-2012,234.34,234.92,231.55,232.41,39769
02-02-2012,223.63,224.73,223.04,224.09,40420
03-02-2012,171.63,173.84,170.77,170.8,38855
06-02-2012,122.71,123.28,118.58,119.31,2460
07-02-2012,234.31,236.03,228.98,231.02,48646
08-02-2012,204.06,204.71,202.55,203.24,42252
09-02-2012,254.46,259.61,252.93,257.03,10835
10-02-2012,204.03,210.84,201.37,208.01,11910
13-02-2012,270.44,272,264.2,266.28,83757
14-02-2012,210.38,211.44,208.13,209.31,92149
15-02-2012,212.19,212.89,207.07,208.19,97889
16-02-2012,275.33,275.48,269.13,270.5,9463
17-02-2012,180.7,183.13,180.17,182.32,14336
20-02-2012,126.8,129.78,124.9,127.82,27534
21-02-2012,105.76,107.36,101.3,102.39,3369
22-02-2012,251.03,253.86,245.81,248.37,26381
23-02-2012,224.06,225.25,217.03,219.3,86094
24-02-2012,240.82,246.25,238.99,244.17,88905
27-02-2012,142.59,148.81,141.5,147.34,97490
28-02-2012,127.27,128.81,122.99,123.62,26407
29-02-2012,102.91,103.71,97.89,100.22,63552
01-03-2012,170.12,175.16,168.66,173.8,36939
02-03-2012,217.98,223.65,217.31,222.24,93303
05-03-2012,178.45,180.57,177.06,177.65,68576
06-03-2012,187.49,190.31,182.5,183,89652
07-03-2012,280.83,281.82,273.89,276.22,27170
08-03-2012,169.65,170.52,168.96,170.39,72908
09-03-2012,202.8,204.29,200.15,201.73,23369
12-03-2012,256.73,258.36,250.67,252.02,74098
13-03-2012,179.31,180.65,177.57,180.14,45544
14-03-2012,224.42,226.7,216.9,219.53,6900
15-03-2012,272.47,278.29,269.87,275.34,41733
16-03-2012,289.9,292.74,286.61,287.96,88236
19-03-2012,129.41,130,124.76,124.81,1589
20-03-2012,285.32,288.83,284.04,286.2,61044
21-03-2012,198.42,200.53,195.58,197.4,66311
22-03-2012,151.65,157.75,149.98,156.39,58926
23-03-2012,191.83,193.89,189.88,192.27,71599
26-03-2012,296.01,298.56,293.3,293.76,86553
27-03-2012,198.52,202.05,196.58,200.61,84910
28-03-2012,165.75,166.87,162.91,163.46,89435
29-03-2012,226.68,232.2,224.43,230.72,50008
30-03-2012,148.03,149.77,145.76,146.78,67794
02-04-2012,115.17,116.24,113.04,115.67,80134
03-04-2012,125.78,128.48,121.15,121.29,3866
04-04-2012,125.61,127.63,123.65,124.87,53890
05-04-2012,130.38,135.6,128.26,133.7,42504
06-04-2012,127.77,131.13,127.09,130.83,96668
09-04-2012,228.17,229.98,223.02,225.41,54374
10-04-2012,136.38,136.74,131.75,133.64,30404
11-04-2012,169.13,172.54,167.37,172.3,66223
12-04-2012,279.36,285.24,278.3,283.66,1637
13-04-2012,194.79,196,189.29,190.74,91152
16-04-2012,233.51,235.28,231.22,233.01,16828
17-04-2012,134.46,134.73,131.41,132.83,54544
18-04-2012,138.46,143.46,136.37,142.17,92732
19-04-2012,108.17,108.69,102.71,104.01,46097
20-04-2012,133.79,136.75,130.29,130.9,33022
23-04-2012,155.72,159.92,155.08,158.24,33202
24-04-2012,135.4,137.46,130.89,130.91,29704
25-04-2012,117.74,118.72,116.77,117.67,92411
26-04-2012,124.13,124.41,121.3,123.55,24641
27-04-2012,192.16,195.09,188.12,190.5,38479
30-04-2012,141.27,142.13,139.61,140.22,79771
01-05-2012,172.85,174.42,169.97,173.15,23027
02-05-2012,200.68,202.63,195.78,197.29,99463
03-05-2012,238.08,238.87,235.33,238.8,43912
04-05-2012,107.86,113.34,105.74,110.91,93558
07-05-2012,259.88,264.09,257.71,262.48,72474
08-05-2012,225.58,226.41,221.86,222.12,43692
09-05-2012,116.35,116.53,112.18,112.84,99884
10-05-2012,274.72,275.21,272.37,272.4,33209
11-05-2012,284.17,286.86,280.63,282.78,58563
14-05-2012,112.22,114.28,110.27,111.3,57738
15-05-2012,155.38,157.93,153.02,157.18,38242
16-05-2012,261.24,261.44,255.79,256.81,10941
17-05-2012,249.65,251.72,242.54,245,8073
18-05-2012,136.9,138.62,135.43,135.82,38827
21-05-2012,141.87,145.05,141.35,143.84,47225
22-05-2012,174.09,175.18,170,171.02,38096
23-05-2012,196.9,198.97,195.67,198.32,51546
24-05-2012,223.65,225.66,220.2,221.25,67457
25-05-2012,173.78,180.55,171.49,177.64,69309
28-05-2012,192.51,197,192.22,196.47,70998
29-05-2012,249.49,251.28,246.41,247.46,87496
30-05-2012,107.34,108.61,102.13,104.64,31268
31-05-2012,150.49,151.83,149.4,149.6,86354
01-06-2012,242.67,243.43,237.25,240.08,43078
04-06-2012,279.04,283.24,276.08,280.76,2865
05-06-2012,202.34,207.06,202.07,205.6,97242
06-06-2012,206.42,209.78,205.55,208.15,29887
07-06-2012,121.43,125.58,120.31,124.67,50876
08-06-2012,189.48,190.03,186.12,188.45,97047
11-06-2012,206.52,206.78,201.29,203.08,34479
12-06-2012,148.49,153.01,146.56,150.87,41478
13-06-2012,153.85,154.44,150.18,152.45,27401
14-06-2012,175.46,179.24,175.11,177.17,29502
15-06-2012,104.01,105.18,99.22,101.72,14394
18-06-2012,164.42,165.67,158.11,160.23,99694
19-06-2012,142.29,148.63,140.56,147.22,10262
20-06-2012,165.5,166.6,159.39,162.06,5487
21-06-2012,123.95,129.13,121.85,128.83,28341
22-06-2012,278.11,283.81,277.5,282.88,14570
25-06-2012,218.72,223.65,217.43,221.66,58268
26-06-2012,235.82,239.41,234.34,237.41,30605
27-06-2012,257.83,259.47,257.66,258.61,72602
28-06-2012,199.69,204.73,196.83,203.35,27723
29-06-2012,117.38,117.96,114.88,115.27,70108
02-07-2012,207.42,208.05,205.01,207.1,79206
03-07-2012,217.37,218.63,215.85,218.56,61098
04-07-2012,249.09,251.78,248.12,248.2,94375
05-07-2012,186.33,186.96,182.83,185.6,49707
06-07-2012,125.52,126.2,121.26,123.82,50028
09-07-2012,156.76,158.24,155.19,157.4,94937
10-07-2012,172.62,176.51,171.93,176.13,57921
11-07-2012,229.18,231.1,225.84,226.2,61760
12-07-2012,214.16,218.73,213.07,218.5,11249
13-07-2012,171.22,173.51,170.45,173.11,68847
16-07-2012,297.3,302.46,295.78,300.53,98547
17-07-2012,221.15,222.73,218.25,221.71,44839
18-07-2012,147.45,152.37,145.73,150.25,40673
19-07-2012,120.36,122.03,112.85,115.52,4642
20-07-2012,130.57,134.52,128.62,133.75,7338
23-07-2012,149.19,151.14,143.16,144.59,52761
24-07-2012,132.14,136.39,129.58,136.04,10622
25-07-2012,137.31,143.84,135.9,142.23,49423
26-07-2012,157.02,158.33,152.35,154.96,43873
27-07-2012,134.67,135.47,130.9,131.77,48565
30-07-2012,279.35,283.81,278.96,282,8806
31-07-2012,116.05,118.66,111.01,113.58,1757
01-08-2012,204.9,211.56,203.14,208.56,93246
02-08-2012,182.08,183.9,175.44,178.11,22470
03-08-2012,296.48,297.69,289.93,292.74,7220
06-08-2012,122.41,127.88,122.25,127.2,92851
07-08-2012,179.57,182.08,178.07,181.31,55754
08-08-2012,293.89,298.8,292.77,297.36,94329
09-08-2012,273.1,274.2,269.46,271.34,80852
10-08-2012,263.41,267.91,261.03,265.17,23505
13-08-2012,151.58,153.62,150.74,152.52,29288
14-08-2012,134.18,136.33,132.51,135.21,75492
15-08-2012,233.73,236.71,231.6,235.56,20109
16-08-2012,285.88,289.14,285.48,286.63,4497
17-08-2012,211.35,213.3,208.2,210.64,58326
20-08-2012,214.32,216.16,210.26,212.08,10864
21-08-2012,156,159.69,153.15,158.69,98046
22-08-2012,253.9,256.35,250.14,251.16,94517
23-08-2012,137.41,139.45,137.09,139.33,88562
24-08-2012,164.74,167.35,160.55,162.07,75310
27-08-2012,185.09,187.88,184.83,186.34,22017
28-08-2012,201.52,205.18,198.61,203.99,2821
29-08-2012,148.48,149.97,145.55,145.67,51337
30-08-2012,122.97,124.97,116.31,118.57,46485
31-08-2012,222.12,222.16,216.85,218.43,84557
03-09-2012,157.73,161.4,156.62,158.79,57388
04-09-2012,216.25,221.08,216.05,219.74,11372
05-09-2012,130.87,131.9,124.45,126.32,94938
06-09-2012,196.23,198.98,194.47,198.57,72333
07-09-2012,206.52,207.84,204.09,204.93,17283
10-09-2012,110.36,111.85,107.42,110.15,41857
11-09-2012,167.32,172.82,166.41,171.61,52772
12-09-2012,126.88,128.92,123.85,125.2,60670
13-09-2012,112.67,113.93,110.69,112.32,74133
14-09-2012,297.99,300.87,292.83,293.13,96856
17-09-2012,164.47,166.27,157.49,160.29,32261
18-09-2012,261.97,264.39,258.44,259.56,58154
19-09-2012,150.93,151.26,145.97,146.21,7107
20-09-2012,236.3,238.8,235.14,237.61,92296
21-09-2012,252.05,253.06,249.51,251.31,36561
24-09-2012,219.13,221.32,217.59,219.61,77674
25-09-2012,194.32,196.9,188.99,191.07,36268
26-09-2012,182.37,182.61,180.16,180.33,32608
27-09-2012,169.77,171.63,168.92,171.41,14138
28-09-2012,285.91,293.11,283.45,290.56,38693
01-10-2012,266.12,266.76,261.38,261.62,84000
02-10-2012,293.01,298.92,290.44,296.91,22248
03-10-2012,124.86,127.26,124.58,125.63,19632
04-10-2012,246.17,249.31,243.67,246.81,48547
05-10-2012,287.67,288.05,286.59,287.67,13100
08-10-2012,136.25,136.64,130.1,131.94,48930
09-10-2012,113.3,114.97,108.74,109.2,67861
10-10-2012,248.22,252.07,248.02,249.23,77905
11-10-2012,214.89,216.13,212.65,213.3,54025
12-10-2012,268.37,273.52,267.99,272.54,76876
15-10-2012,127.95,129.77,126.08,127.02,79944
16-10-2012,259.05,261.84,253.94,255.48,51840
17-10-2012,140.33,144.99,138.56,142.48,20369
18-10-2012,132.73,135.72,128.29,130.66,19460
19-10-2012,132.85,133.17,130.88,133.1,92641
22-10-2012,262.91,265.23,261.08,264.89,97920
23-10-2012,233.04,238.87,231.8,237.04,2461
24-10-2012,204.61,209.99,203.19,207.53,43362
25-10-2012,171.77,174.39,170.53,173.53,99376
26-10-2012,275.44,277.96,272.91,277.24,29610
29-10-2012,178.49,185.31,177.8,182.95,21995
30-10-2012,263.32,263.49,261.26,261.28,85716
31-10-2012,187.83,188.94,180.89,182.84,8717
01-11-2012,175.39,176.91,172.5,173.11,79867
02-11-2012,192.54,194.22,187.05,189.72,80472
05-11-2012,160.28,164.09,157.7,161.9,65022
06-11-2012,249.52,251.92,249.29,250.86,54668
07-11-2012,200.54,203.31,200.22,201.47,52645
08-11-2012,146.44,148.2,140.11,141.6,30550
09-11-2012,279.91,283.84,278.08,282.2,87151
12-11-2012,176.78,178.7,174.2,175.02,4576
13-11-2012,208.71,211.14,206.56,210.36,41868
14-11-2012,281.29,282.11,279.51,281.86,99039
15-11-2012,224.85,225.21,222.31,223.28,47380
16-11-2012,123.38,124.05,119.65,119.73,6728
19-11-2012,287.97,289.47,281.66,283.91,33800
20-11-2012,225.54,231.38,224.9,228.86,11886
21-11-2012,166.98,173.26,164.48,171.16,80614
22-11-2012,127.85,131.72,126.59,129.35,70909
23-11-2012,258.81,259.86,253.11,254.84,48236
26-11-2012,224.01,225.22,220.41,223.03,46805
27-11-2012,206.69,210.16,204.1,208.98,33532
28-11-2012,278.78,282.16,277.67,281.58,29688
29-11-2012,257.72,257.9,253.27,253.9,12063
30-11-2012,130.33,132.1,123,125.33,24089
03-12-2012,162.34,167.43,161.04,164.46,56942
04-12-2012,149.7,150.2,147.69,148.27,52829
05-12-2012,248.79,248.93,243.62,246.33,51553
06-12-2012,106.71,109.05,101.25,101.84,34585
07-12-2012,213.98,215.14,213.9,214.38,72739
10-12-2012,252.49,258.49,252.43,256,60004
11-12-2012,275.35,282.04,273.48,279.93,3438
12-12-2012,168.42,171.92,166.43,169.08,94095
13-12-2012,264.25,265.62,263.32,264.39,24212
14-12-2012,122.13,124.12,117.02,117.98,51362
17-12-2012,269.29,271.17,268.27,269.78,73177
18-12-2012,125.5,127.39,122.26,124.3,17983
19-12-2012,179.46,181.88,179.29,180.53,15026
20-12-2012,259.46,260.03,255.56,258.35,51998
21-12-2012,129.98,131.5,126.71,127.38,56744
24-12-2012,145.85,147.44,138.8,141.8,58013
25-12-2012,244.45,246.88,242.09,242.6,52039
26-12-2012,244.01,246.22,237.67,239.98,50831
27-12-2012,228.23,230.22,224.33,225,86172
28-12-2012,238.79,244,238.55,243.66,35603
31-12-2012,208.54,210.7,205.36,207.98,78758
01-01-2013,150.36,152.18,147.78,150.68,68713
02-01-2013,169.14,175.56,167.93,172.88,99452
03-01-2013,136.32,144.04,134.21,141.28,14105
04-01-2013,281.69,282.69,280.02,282.52,68182
07-01-2013,216.68,222.26,214.12,219.8,53147
08-01-2013,180.17,180.28,177.49,178.44,76400
09-01-2013,192.4,193.5,188.89,190.46,47434
10-01-2013,289.46,291.09,287.03,288.49,27515
11-01-2013,130.67,132.84,129.61,132.4,90298
14-01-2013,217.25,221.31,214.58,219.07,59001
15-01-2013,201.18,201.21,198.83,199.33,59397
16-01-2013,222.29,222.8,218.17,218.62,62415
17-01-2013,103.62,106.68,101.89,104.94,17960
18-01-2013,274.42,276.56,268.73,270.7,94143
21-01-2013,286.42,289.95,285.84,287.2,82838
22-01-2013,213.03,217.08,211.86,214.96,46778
23-01-2013,239.33,243.36,236.49,241.34,31941
24-01-2013,284.5,288.21,283.76,287.03,97857
25-01-2013,241.45,245.18,239.44,245.18,96849
28-01-2013,130.51,130.87,128.29,130.51,41955
29-01-2013,215.26,219.16,213.92,217.56,79565
30-01-2013,221.34,224.56,218.53,222.53,57908
31-01-2013,184.83,186.08,179.49,181.7,65067
01-02-2013,247.29,249.48,241.18,242.55,56696
04-02-2013,286.87,288.44,283.01,284.72,19429
05-02-2013,285.11,285.33,282.46,284.54,95048
06-02-2013,190.17,191.92,188.39,191.34,77676
07-02-2013,122.65,128.67,120.01,126.15,15847
08-02-2013,296.97,299.14,292.86,293.93,48191
11-02-2013,267.78,270.46,263.14,264.04,35256
12-02-2013,124.93,129.91,124.29,129.56,29774
13-02-2013,284.17,287.14,280.14,280.25,10127
14-02-2013,273.98,274.61,273.63,273.76,29205
15-02-2013,203.77,204.67,201.16,204.63,82163
18-02-2013,218.26,221.66,216.22,218.67,59764
19-02-2013,179.8,180.64,173.68,175.66,39664
20-02-2013,110.95,112.95,104.68,106.52,57795
21-02-2013,167.04,167.57,160.54,163.09,33333
22-02-2013,260.57,263.17,259.13,261.43,37079
25-02-2013,100.93,104.08,98.32,101.37,85225
26-02-2013,166.7,167.66,162.96,164.04,25259
27-02-2013,179.63,183.02,176.85,181.01,27571
28-02-2013,207.48,211.24,205.38,210.68,52119
01-03-2013,283.97,285.84,278.62,279.39,9009
04-03-2013,169.27,170.28,167.56,169.25,62829
05-03-2013,169.39,171.91,167.79,171.28,39230
06-03-2013,247.5,248.44,244.61,245.02,57049
07-03-2013,190.44,190.98,186.75,188.52,37498
08-03-2013,144.92,148.77,143.98,146.06,29820
11-03-2013,190.49,195.66,190.33,194.47,41315
12-03-2013,128.17,132.01,125.32,131.27,96018
13-03-2013,135.28,137.46,133.36,136.11,33795
14-03-2013,199.67,202.93,197.04,201.97,86411
15-03-2013,183.79,186.02,180.41,182.44,40191
18-03-2013,282.97,287.29,281.9,284.38,55453
19-03-2013,172.48,173.79,170.6,172.14,13453
20-03-2013,216.12,218.7,210.99,213.02,51325
21-03-2013,226.45,230.17,223.57,228.47,50490
22-03-2013,102.62,103.65,101.86,103.18,75796
25-03-2013,232.71,234.78,228.68,231.3,50993
26-03-2013,135.61,141.26,132.84,139.72,46706
27-03-2013,292.21,294.16,285.41,287.42,43817
28-03-2013,129.73,132.4,125.1,127.89,65544
29-03-2013,182.92,184.24,177.3,178.49,92434
01-04-2013,117.07,122.44,114.21,119.74,56710
02-04-2013,299.37,303.64,297.26,301.39,51799
03-04-2013,200.44,201.91,198.62,198.75,61964
04-04-2013,219.08,222.65,216.36,220.84,54678
05-04-2013,113.42,114.4,110.93,112.38,72150
08-04-2013,249.99,255.5,248.61,252.55,98379
09-04-2013,141.98,143.98,139.82,141.52,61438
10-04-2013,279.61,279.74,278.28,278.73,78223
11-04-2013,141.03,146.36,139.62,145.38,62926
12-04-2013,138.14,140.01,133.16,135.65,4801
15-04-2013,107.31,107.48,103.46,103.51,42048
16-04-2013,194.41,195.33,193.59,195.26,41144
17-04-2013,212.97,219.01,212.96,217.66,95478
18-04-2013,113.14,114.14,110.67,111.92,11148
19-04-2013,255.11,256.42,248.55,250.73,83819
22-04-2013,190.66,191.45,186.65,189.05,20861
23-04-2013,204.88,205.43,202.04,204.94,62717
24-04-2013,188.15,190.22,182.94,184.77,23480
25-04-2013,180.15,183.27,179.39,181.73,19637
26-04-2013,211.93,217.51,209.16,216.91,45621
29-04-2013,131.05,132.01,128.24,130.57,61304
30-04-2013,136.39,138.17,133.22,134.94,48431
01-05-2013,272.36,272.58,269.28,271.37,89921
02-05-2013,289.22,289.66,282.6,285.37,57172
03-05-2013,174.66,178.71,172.52,178.49,26437
06-05-2013,154.15,156.59,152.19,153.3,9149
07-05-2013,228.8,231.06,225.53,227.67,15671
08-05-2013,181.75,185.61,181.63,183.35,24119
09-05-2013,105.08,107.23,103.34,104.5,47117
10-05-2013,131.23,134.72,130.01,132.71,17279
13-05-2013,243.19,244.62,238.3,238.8,69835
14-05-2013,231.78,236.85,231.71,234.92,5803
15-05-2013,105.42,109.95,105.02,109.83,83897
16-05-2013,144.39,147.74,142.43,145.88,61805
17-05-2013,146.21,153.09,143.8,150.76,19201
20-05-2013,234.38,235.88,227.93,230.89,29634
21-05-2013,103.94,105.01,102.67,103.71,15760
22-05-2013,120.82,122.67,119.02,121.84,11826
23-05-2013,259.98,262.73,257.17,260.8,87821
24-05-2013,135.71,137.79,134.22,134.72,46775
27-05-2013,230.55,233.16,226.78,228.93,75676
28-05-2013,147.64,148.67,141.65,143.91,7798
29-05-2013,119.89,122.2,118.54,118.81,67103
30-05-2013,148.63,150.31,142.68,145.26,78160
31-05-2013,244.45,249.44,242.01,246.79,78751
03-06-2013,271.14,272.72,268.13,268.23,74502
04-06-2013,266.04,267.59,261.36,261.63,52410
05-06-2013,179.44,181.69,179.29,179.96,41888
06-06-2013,233.62,236.82,232.62,234.57,50047
07-06-2013,141,147.61,139.47,144.72,96289
10-06-2013,158.63,159.62,157.03,159.4,46955
11-06-2013,279.27,279.43,276.92,277.72,2982
12-06-2013,102.6,108.44,99.87,105.63,34864
13-06-2013,117.1,119.09,116,117.5,80118
14-06-2013,141.58,143.42,137.23,137.37,86490
17-06-2013,105.31,107.42,104.41,105.97,40265
18-06-2013,136.29,140.65,134.7,140.37,47313
19-06-2013,216.61,218.91,214.35,215.57,45350
20-06-2013,184.28,186.52,181.42,182.24,16378
21-06-2013,278.53,279.47,274.57,274.96,70815
24-06-2013,263.49,264.41,257.54,260,28924
25-06-2013,168.36,170.87,164.7,167.69,83593
26-06-2013,151.88,153.06,150.89,152.84,8312
27-06-2013,175.94,178.58,170.61,171.75,31353
28-06-2013,218.06,223.23,216.21,222.46,87450
01-07-2013,153.61,157.94,151.45,156.16,17192
02-07-2013,224.83,228.51,223.65,225.7,18450
03-07-2013,181.88,187.19,179.17,185.16,6432
04-07-2013,210.41,211.65,204.53,206.21,58225
05-07-2013,187.23,189.3,185.65,187,97548
08-07-2013,158.89,161.22,156.95,160.19,99991
09-07-2013,289.69,293.81,286.83,292.98,79711
10-07-2013,252.72,258.54,250.34,255.55,66604
11-07-2013,128.02,130.27,125.67,125.79,11295
12-07-2013,273.69,280.03,272.69,278.1,7774
15-07-2013,197.49,198.56,192.32,193.73,13190
16-07-2013,278.91,282.81,277.97,282.66,32286
17-07-2013,259.97,264.77,257.87,264.68,77325
18-07-2013,185.04,186.7,179.33,181.81,95450
19-07-2013,104.49,109,102.3,106.71,98480
22-07-2013,153.74,155.35,146.17,149.14,73427
23-07-2013,208.33,210.85,206.56,207.38,88513
24-07-2013,226.7,226.96,224.08,226.86,65014
25-07-2013,151.58,153.49,149.28,152.39,96887
26-07-2013,127.87,132.94,126.78,132.23,76852
29-07-2013,266.99,270.05,264.79,268.71,56256
30-07-2013,296.88,297.1,296.38,296.69,99743
31-07-2013,205.14,211.1,202.77,208.24,59630
01-08-2013,134.34,139.52,132.74,138.85,92190
02-08-2013,154.46,157.23,148.8,149.68,63771
05-08-2013,103.68,109.79,101.71,108.51,52715
06-08-2013,282.86,285.82,276.8,278.72,8466
07-08-2013,123.55,128.35,122.92,126.69,18637
08-08-2013,215.3,218.09,213.01,213.1,69745
09-08-2013,154.81,154.83,149.83,151.13,37317
12-08-2013,210.84,213.08,208.53,210.24,50766
13-08-2013,230.28,234.43,227.65,231.72,4078
14-08-2013,265.95,266.37,261.98,264.76,28299
15-08-2013,141.28,141.57,135.24,136.83,4543
16-08-2013,102.2,104.46,99.94,103.19,95627
19-08-2013,127.38,134.2,126.06,131.4,52052
20-08-2013,280,281.63,276.59,278.83,95483
21-08-2013,274.78,276.36,271.33,271.94,23064
22-08-2013,219.48,219.9,217.8,218.91,73287
23-08-2013,220.1,220.1,213.68,215.58,81442
26-08-2013,233.01,238.64,232.96,236.21,84632
27-08-2013,135.07,138.59,132.9,138.33,15425
28-08-2013,282.88,285.66,280.37,283.76,52481
29-08-2013,183.75,186.49,181.08,182.28,78347
30-08-2013,176.63,180.26,175.29,179.63,84114
02-09-2013,203.78,206.33,201.23,204.33,73317
03-09-2013,109.39,112.89,107.06,112.65,87826
04-09-2013,133.26,136.38,132.4,134.57,51530
05-09-2013,247.61,250.94,246.64,250.45,82099
06-09-2013,116.56,119.76,114.52,117.55,26888
09-09-2013,220.63,221.53,218.08,219.77,28491
10-09-2013,149.07,155.04,148.58,153.65,33352
11-09-2013,177.86,180.07,176.93,178.27,22676
12-09-2013,157.74,159.3,155.04,158.79,66836
13-09-2013,171.13,173.35,166.27,168.33,38463
16-09-2013,243.81,245.98,240.85,245.07,49990
17-09-2013,159.42,162.13,157.12,160.14,87544
18-09-2013,213.28,213.75,207.3,210.13,64627
19-09-2013,195.21,197.27,190.16,190.81,21221
20-09-2013,232.73,234.15,230.42,233.77,95870
23-09-2013,287.37,291.29,287.31,290.01,86837
24-09-2013,246.51,247.48,244.5,246.74,73843
25-09-2013,142.99,145.24,138.85,140.26,52313
26-09-2013,106.24,108.7,105.2,107.91,30251
27-09-2013,152.45,155.1,145.66,148.25,47586
30-09-2013,219.02,221.7,215.88,218.44,75418
01-10-2013,110.29,110.88,106.85,106.92,54884
02-10-2013,199.27,201.11,194.28,196.11,53620
03-10-2013,219.37,219.63,215.29,216.39,11040
04-10-2013,166.85,168.02,164.47,165.72,72677
07-10-2013,254.18,256.32,247.19,249.69,46878
08-10-2013,121.32,123.3,119.37,120.3,6969
09-10-2013,115.03,117.02,112.2,115.15,14162
10-10-2013,245.64,246.49,244.93,245.47,66435
11-10-2013,199.1,200.23,195.94,197.93,75667
14-10-2013,237.68,241.38,235.66,241.07,6037
15-10-2013,186.97,189.13,182.66,183.42,61526
16-10-2013,149.28,150.85,148.31,149.34,88914
17-10-2013,263.82,265.95,256.94,259.44,15693
18-10-2013,259.88,260.63,253.3,255.59,93162
21-10-2013,238.94,240.65,237.95,239.68,60090
22-10-2013,154.43,156.09,152.83,155.09,3451
23-10-2013,218.05,221.91,217.86,221.83,66560
24-10-2013,172.19,173.79,171.56,172.77,6962
25-10-2013,118.32,125.33,116.86,122.92,97951
28-10-2013,283.46,286.15,278.69,278.95,90552
29-10-2013,127.36,128.91,120.81,123.34,17444
30-10-2013,290.05,291.42,283.34,285.49,41443
31-10-2013,189.2,189.29,183.22,186.05,17506
01-11-2013,137.03,140.08,134.95,137.44,39384
04-11-2013,208.38,209.88,205.56,209.84,98229
05-11-2013,274.59,277.42,268.39,270.05,25248
06-11-2013,246.44,252.37,244.64,250.9,47162
07-11-2013,261.31,265.76,258.38,264.73,43690
08-11-2013,231.76,234.53,227.8,229.73,70625
11-11-2013,238.46,238.53,234.14,234.23,69008
12-11-2013,269.84,271.58,264.37,266.54,61309
13-11-2013,149.93,151.58,143.48,146.2,44237
14-11-2013,197.88,198.54,191.72,194.11,36732
15-11-2013,144.24,145.72,142.49,144.43,9104
18-11-2013,297.53,299.49,292.98,294.99,84230
19-11-2013,288.81,290.99,284.42,287.39,91266
20-11-2013,107.89,112.79,107.62,112.79,35980
21-11-2013,241.12,245.77,239.12,242.96,75990
22-11-2013,285.05,290.03,284.2,289.54,40560
25-11-2013,136.12,136.82,130.63,132.55,10554
26-11-2013,213.59,214.38,210.59,212.41,92049
27-11-2013,283.1,283.76,282.64,283.65,46987
28-11-2013,106.79,107.16,101.94,102.56,31985
29-11-2013,239.48,242.44,232.66,234.52,91298
02-12-2013,159.47,162.12,159.09,161.17,49167
03-12-2013,284.88,286.65,284.08,286.3,41428
04-12-2013,294.21,294.53,290.81,293.32,68238
05-12-2013,288.85,291.01,287.77,288.75,63723
06-12-2013,194.84,197.4,192.53,193.99,18038
09-12-2013,272.41,273.18,264.83,267.65,23219
10-12-2013,268.91,268.97,266.58,267.26,5271
11-12-2013,163.82,164.49,159.42,160.59,28397
12-12-2013,265.78,265.95,259.94,261.76,75491
13-12-2013,107.4,112.28,105.13,111.97,30602
16-12-2013,219.25,221.53,216.55,220.24,55471
17-12-2013,146,148.98,143.25,148.29,63150
18-12-2013,124.11,125.66,119.93,122.26,45227
19-12-2013,115.39,116.15,113.64,114.32,98081
20-12-2013,239.26,242.08,236.56,236.63,24116
23-12-2013,167.97,170.69,162.79,163.94,7674
24-12-2013,244.95,246.65,241.32,241.74,18469
25-12-2013,113.07,117.11,110.94,116.05,6446
26-12-2013,163.06,165.98,161.08,164.84,21760
27-12-2013,207.9,209.61,207.77,208.37,2963
30-12-2013,258.14,260.32,255.38,257.89,77002
31-12-2013,163.75,169.32,163,167.97,28262
01-01-2014,225.18,227.75,219.61,220.91,6177
02-01-2014,277.2,280.03,273.01,275.01,12160
03-01-2014,223.17,224.18,220.38,221.67,8543
06-01-2014,146.59,151.09,145.27,149.41,83162
07-01-2014,104.88,110.1,104.68,109.81,40278
08-01-2014,274.02,274.62,270.23,271.43,30607
09-01-2014,104.25,109.23,101.96,107.99,86835
10-01-2014,274.94,278.87,272.19,278.25,18221
13-01-2014,205.79,208.42,201.8,203.04,4323
14-01-2014,287.81,288.28,285.53,286.8,53105
15-01-2014,259.76,261.13,256.75,258.86,77151
16-01-2014,299.59,306.19,296.76,304.37,67968
17-01-2014,170.14,172.22,166.15,166.95,24238
20-01-2014,253.44,257.58,252.12,256.43,64830
21-01-2014,180.39,183,176.34,178.73,74967
22-01-2014,195.98,199.99,194.15,198.29,9330
23-01-2014,225.5,226.82,224.37,224.7,45153
24-01-2014,274.74,275.72,272.86,275.52,9611
27-01-2014,296.82,301.54,296.26,300.15,14872
28-01-2014,253.65,259.15,252.12,256.69,50455
29-01-2014,183.55,189.05,181.96,187.21,35930
30-01-2014,184.27,186.77,177.24,179.87,73022
31-01-2014,247.52,250.92,246.13,249.44,63714
03-02-2014,147.76,148.12,143.32,144.16,89794
04-02-2014,122.09,122.13,120.56,121.25,49716
05-02-2014,170.92,172.32,168.3,171.41,67704
06-02-2014,157.45,159.54,155.97,156.48,1415
07-02-2014,159.26,161.83,157.98,159.46,77441
10-02-2014,146.72,152.58,146.16,151.69,71779
11-02-2014,108.42,109.91,102.45,104.77,83069
12-02-2014,103.57,106.58,102.15,105.32,93556
13-02-2014,297.54,298.77,295.45,296.5,89444
14-02-2014,185.55,186.24,180.8,181.88,72435
17-02-2014,176.87,177.28,170.9,173.46,10888
